r1,r2,r3,ap,at,sl,pnl,trades
0.4,0.2,0.55,2,0.5,2.4,668.7999999999973,13
0.8,0.2,0.2,2,0.5,2.4,668.7999999999973,13
0.8,0.2,0.25,2,0.5,2.4,668.7999999999973,13
0.85,0.2,0.35,2,0.5,2.4,668.7999999999973,13
0.85,0.2,0.3,2,0.5,2.4,668.7999999999973,13
0.85,0.2,0.25,2,0.5,2.4,668.7999999999973,13
0.85,0.2,0.2,2,0.5,2.4,668.7999999999973,13
0.85,0.2,0.15,2,0.5,2.4,668.7999999999973,13
0.85,0.2,0.1,2,0.5,2.4,668.7999999999973,13
0.85,0.2,0.05,2,0.5,2.4,668.7999999999973,13
0.85,0.2,0.0,2,0.5,2.4,668.7999999999973,13
0.8,0.2,0.15,2,0.5,2.4,668.7999999999973,13
0.8,0.2,0.35,2,0.5,2.4,668.7999999999973,13
0.8,0.2,0.1,2,0.5,2.4,668.7999999999973,13
0.8,0.2,0.05,2,0.5,2.4,668.7999999999973,13
0.8,0.2,0.0,2,0.5,2.4,668.7999999999973,13
0.5,0.2,0.95,2,0.5,2.4,668.7999999999973,13
0.5,0.2,0.9,2,0.5,2.4,668.7999999999973,13
0.5,0.2,0.85,2,0.5,2.4,668.7999999999973,13
0.5,0.2,0.8,2,0.5,2.4,668.7999999999973,13
0.5,0.2,0.75,2,0.5,2.4,668.7999999999973,13
0.5,0.2,0.7,2,0.5,2.4,668.7999999999973,13
0.8,0.2,0.3,2,0.5,2.4,668.7999999999973,13
0.8,0.2,0.4,2,0.5,2.4,668.7999999999973,13
0.75,0.2,0.95,2,0.5,2.4,668.7999999999973,13
0.95,0.2,0.65,2,0.5,2.4,668.7999999999973,13
0.95,0.2,0.2,2,0.5,2.4,668.7999999999973,13
0.95,0.2,0.25,2,0.5,2.4,668.7999999999973,13
0.95,0.2,0.3,2,0.5,2.4,668.7999999999973,13
0.95,0.2,0.35,2,0.5,2.4,668.7999999999973,13
0.95,0.2,0.4,2,0.5,2.4,668.7999999999973,13
0.95,0.2,0.45,2,0.5,2.4,668.7999999999973,13
0.95,0.2,0.5,2,0.5,2.4,668.7999999999973,13
0.95,0.2,0.55,2,0.5,2.4,668.7999999999973,13
0.95,0.2,0.6,2,0.5,2.4,668.7999999999973,13
0.95,0.2,0.7,2,0.5,2.4,668.7999999999973,13
0.8,0.2,0.45,2,0.5,2.4,668.7999999999973,13
0.95,0.2,0.75,2,0.5,2.4,668.7999999999973,13
0.95,0.2,0.8,2,0.5,2.4,668.7999999999973,13
0.95,0.2,0.85,2,0.5,2.4,668.7999999999973,13
0.95,0.2,0.9,2,0.5,2.4,668.7999999999973,13
0.95,0.2,0.95,2,0.5,2.4,668.7999999999973,13
0.8,0.2,0.65,2,0.5,2.4,668.7999999999973,13
0.8,0.2,0.6,2,0.5,2.4,668.7999999999973,13
0.8,0.2,0.55,2,0.5,2.4,668.7999999999973,13
0.8,0.2,0.5,2,0.5,2.4,668.7999999999973,13
0.5,0.2,0.65,2,0.5,2.4,668.7999999999973,13
0.5,0.2,0.6,2,0.5,2.4,668.7999999999973,13
0.5,0.2,0.55,2,0.5,2.4,668.7999999999973,13
0.25,0.2,0.4,2,0.5,2.4,668.7999999999973,13
0.7,0.2,0.45,2,0.5,2.4,668.7999999999973,13
0.7,0.2,0.5,2,0.5,2.4,668.7999999999973,13
0.7,0.2,0.55,2,0.5,2.4,668.7999999999973,13
0.7,0.2,0.6,2,0.5,2.4,668.7999999999973,13
0.7,0.2,0.65,2,0.5,2.4,668.7999999999973,13
0.7,0.2,0.7,2,0.5,2.4,668.7999999999973,13
0.7,0.2,0.75,2,0.5,2.4,668.7999999999973,13
0.25,0.2,0.3,2,0.5,2.4,668.7999999999973,13
0.25,0.2,0.35,2,0.5,2.4,668.7999999999973,13
0.25,0.2,0.45,2,0.5,2.4,668.7999999999973,13
0.5,0.2,0.5,2,0.5,2.4,668.7999999999973,13
0.25,0.2,0.5,2,0.5,2.4,668.7999999999973,13
0.25,0.2,0.55,2,0.5,2.4,668.7999999999973,13
0.25,0.2,0.6,2,0.5,2.4,668.7999999999973,13
0.75,0.2,0.6,2,0.5,2.4,668.7999999999973,13
