r1,r2,r3,ap,at,sl,pnl,trades
0.5,0.0,0.0,2,0.5,2.4,15.600000000000904,3
0.3,0.0,0.0,2,0.5,2.4,15.600000000000904,3
0.15,0.0,0.0,2,0.5,2.4,15.600000000000904,3
0.85,0.0,0.0,2,0.5,2.4,15.600000000000904,3
0.65,0.0,0.0,2,0.5,2.4,15.600000000000904,3
0.4,0.0,0.0,2,0.5,2.4,15.600000000000904,3
0.35,0.0,0.0,2,0.5,2.4,15.600000000000904,3
0.9,0.0,0.0,2,0.5,2.4,15.600000000000904,3
0.1,0.0,0.0,2,0.5,2.4,15.600000000000904,3
0.6,0.0,0.0,2,0.5,2.4,15.600000000000904,3
0.8,0.0,0.0,2,0.5,2.4,15.600000000000904,3
0.45,0.0,0.0,2,0.5,2.4,15.600000000000904,3
0.7,0.0,0.0,2,0.5,2.4,15.600000000000904,3
0.95,0.0,0.0,2,0.5,2.4,15.600000000000904,3
0.55,0.0,0.0,2,0.5,2.4,15.600000000000904,3
0.2,0.0,0.0,2,0.5,2.4,15.600000000000904,3
0.75,0.0,0.0,2,0.5,2.4,15.600000000000904,3
0.25,0.0,0.0,2,0.5,2.4,15.600000000000904,3
0.65,0.35,0.9,2,0.5,2.4,-18.599999999999454,1
0.65,0.3,0.4,2,0.5,2.4,-18.599999999999454,1
0.65,0.3,0.75,2,0.5,2.4,-18.599999999999454,1
0.65,0.3,0.7,2,0.5,2.4,-18.599999999999454,1
0.65,0.3,0.65,2,0.5,2.4,-18.599999999999454,1
0.65,0.3,0.6,2,0.5,2.4,-18.599999999999454,1
0.65,0.4,0.25,2,0.5,2.4,-18.599999999999454,1
0.65,0.3,0.55,2,0.5,2.4,-18.599999999999454,1
0.65,0.4,0.3,2,0.5,2.4,-18.599999999999454,1
0.65,0.4,0.35,2,0.5,2.4,-18.599999999999454,1
0.65,0.3,0.5,2,0.5,2.4,-18.599999999999454,1
0.65,0.3,0.45,2,0.5,2.4,-18.599999999999454,1
0.65,0.3,0.35,2,0.5,2.4,-18.599999999999454,1
0.65,0.3,0.85,2,0.5,2.4,-18.599999999999454,1
0.65,0.4,0.4,2,0.5,2.4,-18.599999999999454,1
0.65,0.3,0.3,2,0.5,2.4,-18.599999999999454,1
0.65,0.3,0.25,2,0.5,2.4,-18.599999999999454,1
0.65,0.4,0.45,2,0.5,2.4,-18.599999999999454,1
0.65,0.4,0.5,2,0.5,2.4,-18.599999999999454,1
0.65,0.3,0.2,2,0.5,2.4,-18.599999999999454,1
0.65,0.3,0.15,2,0.5,2.4,-18.599999999999454,1
0.65,0.3,0.1,2,0.5,2.4,-18.599999999999454,1
0.65,0.3,0.05,2,0.5,2.4,-18.599999999999454,1
0.65,0.3,0.0,2,0.5,2.4,-18.599999999999454,1
0.65,0.3,0.8,2,0.5,2.4,-18.599999999999454,1
0.65,0.3,0.9,2,0.5,2.4,-18.599999999999454,1
0.65,0.35,0.85,2,0.5,2.4,-18.599999999999454,1
0.65,0.35,0.45,2,0.5,2.4,-18.599999999999454,1
0.65,0.35,0.8,2,0.5,2.4,-18.599999999999454,1
0.65,0.35,0.75,2,0.5,2.4,-18.599999999999454,1
0.65,0.35,0.7,2,0.5,2.4,-18.599999999999454,1
0.65,0.35,0.95,2,0.5,2.4,-18.599999999999454,1
0.65,0.4,0.0,2,0.5,2.4,-18.599999999999454,1
